ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	GlobalOutlier	GlobalOutlierReason	OutlierFrequency	OutlierAOIs	Gene	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
	RNA38062	SP8	SP8				FALSE				SP8	45	22	3	0	17	3	0	3	8
	RNA38063	GPX6	GPX6				FALSE				GPX6	22	6	3	1	12	1	0	1	2
	RNA38064	ANKDD1A	ANKDD1A				FALSE				ANKDD1A	18	3	1	1	12	3	1	0	3
	RNA38065	SELENOV	SELENOV				FALSE				SELENOV	33	10	3	1	14	5	1	0	3
	RNA38066	RFLNB	RFLNB				FALSE				RFLNB	22	11	3	1	8	3	0	2	2
	RNA38067	SCRIB	SCRIB				FALSE				SCRIB	32	13	6	2	14	7	0	3	7
	RNA38068	SYPL1	SYPL1				FALSE				SYPL1	30	8	1	2	23	4	0	4	5
	RNA38069	PLCB1	PLCB1				FALSE				PLCB1	24	8	2	1	15	5	0	0	8
	RNA38070	NBL1,MICOS10-NBL1	NBL1,MICOS10-NBL1				FALSE				NBL1,MICOS10-NBL1	71	24	3	0	34	12	1	3	10
	RNA38071	MCM4	MCM4				FALSE				MCM4	31	7	3	0	17	1	0	2	3
	RNA38072	TPRG1L	TPRG1L				FALSE				TPRG1L	34	12	2	2	18	2	0	2	3
	RNA38073	RNF144B	RNF144B				FALSE				RNF144B	60	20	8	1	20	11	2	1	6
	RNA38074	WDR72	WDR72				FALSE				WDR72	31	10	6	0	20	5	2	3	1
	RNA38075	TAFA3	TAFA3				FALSE				TAFA3	30	8	1	1	15	7	0	0	1
	RNA38076	MACC1	MACC1				FALSE				MACC1	27	7	6	0	18	1	0	1	4
	RNA38077	ELMO2	ELMO2				FALSE				ELMO2	30	5	5	0	14	7	0	3	1
	RNA38078	HECTD2	HECTD2				FALSE				HECTD2	27	10	4	0	25	1	3	1	8
	RNA38079	MCM7	MCM7				FALSE				MCM7	37	10	3	3	9	4	0	3	5
	RNA38080	NPM2	NPM2				FALSE				NPM2	46	12	1	2	14	5	0	0	1
	RNA38081	PLCB4	PLCB4				FALSE				PLCB4	23	8	2	1	16	3	1	1	8
	RNA38082	GDF7	GDF7				FALSE				GDF7	29	13	2	1	11	4	0	4	3
	RNA38083	GDPD4	GDPD4				FALSE				GDPD4	19	18	2	1	7	2	0	1	0
	RNA38084	RABGGTA	RABGGTA				FALSE				RABGGTA	28	9	2	2	20	5	0	1	3
	RNA38085	SLC35E2A	SLC35E2A				FALSE				SLC35E2A	32	9	1	1	8	3	0	1	1
	RNA38086	ASIC4	ASIC4				FALSE				ASIC4	25	13	4	0	13	7	1	3	1
	RNA38087	CCNB1IP1	CCNB1IP1				FALSE				CCNB1IP1	23	6	2	4	17	3	1	1	3
	RNA38088	SNX20	SNX20				FALSE				SNX20	22	3	3	0	7	1	1	0	2
	RNA38089	VSX2	VSX2				FALSE				VSX2	32	7	4	4	15	4	0	0	2
	RNA38090	SCARF2	SCARF2				FALSE				SCARF2	30	7	2	1	8	4	1	1	4
	RNA38091	CREB5	CREB5				FALSE				CREB5	37	12	6	1	23	5	0	4	3
	RNA38092	P4HA3	P4HA3				FALSE				P4HA3	16	5	0	1	8	5	0	1	3
	RNA38093	WASHC1,WASH2P,WASH7P	WASHC1,WASH2P,WASH7P				FALSE				WASHC1,WASH2P,WASH7P	150	39	17	4	48	15	1	6	3
	RNA38094	CLEC10A	CLEC10A				FALSE				CLEC10A	60	29	14	4	21	4	2	0	2
	RNA38095	PRDM1	PRDM1				FALSE				PRDM1	30	15	0	0	15	7	0	2	8
	RNA38096	DHRS2	DHRS2				FALSE				DHRS2	28	5	1	0	15	6	1	4	5
	RNA38097	TSGA10	TSGA10				FALSE				TSGA10	32	16	1	0	9	6	1	2	6
	RNA38098	SYNE2	SYNE2				FALSE				SYNE2	19	9	8	1	10	3	0	1	4
	RNA38099	ERG	ERG				FALSE				ERG	28	5	1	1	10	2	0	0	4
	RNA38100	ADAMTS9	ADAMTS9				FALSE				ADAMTS9	42	16	6	1	13	3	2	4	2
	RNA38101	HEATR3	HEATR3				FALSE				HEATR3	29	11	4	1	21	7	1	2	4
	RNA38102	MICALL2	MICALL2				FALSE				MICALL2	58	23	6	1	22	5	0	0	3
	RNA38103	PLOD2	PLOD2				FALSE				PLOD2	26	5	4	2	11	3	0	3	6
	RNA38104	PRKACB	PRKACB				FALSE				PRKACB	56	10	4	0	30	9	0	1	8
	RNA38105	BIRC3	BIRC3				FALSE				BIRC3	14	4	4	0	5	3	0	1	2
	RNA38106	XRRA1	XRRA1				FALSE				XRRA1	24	1	3	3	10	3	0	2	2
	RNA38107	COX8C	COX8C				FALSE				COX8C	30	6	1	0	18	2	0	1	4
	RNA38108	IRF2BP2	IRF2BP2				FALSE				IRF2BP2	33	20	4	3	22	8	2	1	5
	RNA38109	GLT6D1	GLT6D1				FALSE				GLT6D1	18	6	2	1	11	3	0	3	1
	RNA38110	ZNF326	ZNF326				FALSE				ZNF326	51	9	3	2	16	2	1	1	4
	RNA38111	GNAL	GNAL				FALSE				GNAL	32	7	3	0	16	2	1	6	8
	RNA38112	HPN	HPN				FALSE				HPN	31	20	1	3	21	4	0	4	9
	RNA38113	EIF5	EIF5				FALSE				EIF5	27	9	7	1	13	7	1	1	5
	RNA38114	VIRMA	VIRMA				FALSE				VIRMA	31	8	1	0	14	5	1	1	3
	RNA38115	ZMYND8	ZMYND8				FALSE				ZMYND8	28	12	4	1	15	6	1	1	4
	RNA38116	SLC9C1	SLC9C1				FALSE				SLC9C1	16	3	1	0	6	2	1	0	1
	RNA38117	PRSS38	PRSS38				FALSE				PRSS38	20	5	1	1	14	4	0	0	1
	RNA38118	CYP2U1	CYP2U1				FALSE				CYP2U1	38	10	3	1	15	2	1	2	4
	RNA38119	IKZF3	IKZF3				FALSE				IKZF3	50	14	6	0	20	5	2	1	7
	RNA38120	RAB27A	RAB27A				FALSE				RAB27A	26	6	2	0	9	2	0	1	3
	RNA38121	TMEM37	TMEM37				FALSE				TMEM37	25	11	6	0	11	4	0	0	4
	RNA38122	PAXX	PAXX				FALSE				PAXX	65	21	3	2	32	3	2	2	6
	RNA38123	BTBD8	BTBD8				FALSE				BTBD8	40	12	4	1	11	4	4	1	4
	RNA38124	RGS11	RGS11				FALSE				RGS11	23	8	2	1	16	4	0	1	2
	RNA38125	RLIM	RLIM				FALSE				RLIM	35	7	0	1	14	7	0	2	1
	RNA38126	ASNS	ASNS				FALSE				ASNS	53	18	6	1	15	11	2	1	6
	RNA38127	ADCY5	ADCY5				FALSE				ADCY5	36	9	4	1	14	4	1	5	4
	RNA38128	PXDC1	PXDC1				FALSE				PXDC1	38	12	2	0	22	3	1	3	6
	RNA38129	CYP26C1	CYP26C1				FALSE				CYP26C1	25	9	1	0	9	4	0	3	3
	RNA38130	PRSS48	PRSS48				FALSE				PRSS48	39	6	9	3	8	3	0	3	4
	RNA38131	ARRDC4	ARRDC4				FALSE				ARRDC4	59	20	4	2	31	6	2	1	5
	RNA38132	OVCH1	OVCH1				FALSE				OVCH1	21	11	3	0	4	4	0	1	2
	RNA38133	RNF13,LOC105375378	RNF13,LOC105375378				FALSE				RNF13,LOC105375378	37	11	1	0	25	8	1	4	8
	RNA38134	EML5	EML5				FALSE				EML5	32	23	3	0	24	6	0	1	4
	RNA38135	CADPS	CADPS				FALSE				CADPS	45	13	2	0	22	8	0	2	3
	RNA38136	RNF14	RNF14				FALSE				RNF14	46	10	2	1	15	7	1	1	1
	RNA38137	UBE3B	UBE3B				FALSE				UBE3B	24	13	3	2	12	5	0	1	6
	RNA38138	KIF1B	KIF1B				FALSE				KIF1B	43	13	7	3	42	11	2	2	4
	RNA38139	RNF19A	RNF19A				FALSE				RNF19A	95	23	12	2	36	7	1	5	5
	RNA38140	FBXO25	FBXO25				FALSE				FBXO25	38	8	4	3	20	1	0	1	2
	RNA38141	TSC22D1	TSC22D1				FALSE				TSC22D1	54	4	4	0	19	4	0	4	2
	RNA38142	RBM38	RBM38				FALSE				RBM38	25	11	1	3	12	5	1	5	0
	RNA38143	LOC112694756,ALDOA	LOC112694756,ALDOA				FALSE				LOC112694756,ALDOA	75	26	13	3	65	13	1	17	8
	RNA38144	CREB3L2	CREB3L2				FALSE				CREB3L2	38	12	5	2	18	6	0	1	4
	RNA38145	HNRNPA3	HNRNPA3				FALSE				HNRNPA3	31	12	2	1	15	11	0	2	1
	RNA38146	WDR55,LOC100996745,DND1	WDR55,LOC100996745,DND1				FALSE				WDR55,LOC100996745,DND1	55	15	11	0	14	9	0	3	4
	RNA38147	ZNF804A	ZNF804A				FALSE				ZNF804A	32	8	3	1	9	5	0	0	5
	RNA38148	GPR151	GPR151				FALSE				GPR151	32	8	5	3	17	3	1	2	3
	RNA38149	UBE2I	UBE2I				FALSE				UBE2I	39	9	5	0	22	11	1	2	5
	RNA38150	MORN2	MORN2				FALSE				MORN2	35	10	0	0	16	4	0	1	5
	RNA38151	RBPMS2	RBPMS2				FALSE				RBPMS2	31	12	4	2	9	10	1	1	20
	RNA38152	FRMD7	FRMD7				FALSE				FRMD7	25	12	1	0	18	2	1	0	1
	RNA38153	ISCA2	ISCA2				FALSE				ISCA2	35	9	2	0	13	5	1	0	3
	RNA38154	INO80C	INO80C				FALSE				INO80C	25	8	1	0	16	5	0	0	2
	RNA38155	CLDN23	CLDN23				FALSE				CLDN23	22	13	6	3	17	3	0	1	1
	RNA38156	SPTY2D1	SPTY2D1				FALSE				SPTY2D1	23	7	3	1	15	6	0	2	2
	RNA38157	SRRM4	SRRM4				FALSE				SRRM4	35	9	0	1	12	8	1	3	1
	RNA38158	LRRC74A	LRRC74A				FALSE				LRRC74A	34	9	2	1	13	3	0	1	1
	RNA38159	TMEM65	TMEM65				FALSE				TMEM65	30	11	5	2	12	3	0	2	4
	RNA38160	SASS6	SASS6				FALSE				SASS6	23	7	0	0	11	3	0	2	5
	RNA38161	IDO2	IDO2				FALSE				IDO2	27	10	7	2	20	8	0	2	4
	RNA38162	SPATA24	SPATA24				FALSE				SPATA24	55	13	6	2	31	6	2	0	8
	RNA38163	SLC16A9	SLC16A9				FALSE				SLC16A9	35	13	2	0	26	8	0	2	4
	RNA38164	ITPRID1	ITPRID1				FALSE				ITPRID1	39	6	3	2	12	4	0	1	5
	RNA38165	RALGAPA1P1,RALGAPA1	RALGAPA1P1,RALGAPA1				FALSE				RALGAPA1P1,RALGAPA1	48	12	3	3	20	9	0	1	4
	RNA38166	ESPNL	ESPNL				FALSE				ESPNL	31	11	0	0	16	3	0	1	10
	RNA38167	KIF24	KIF24				FALSE				KIF24	34	10	3	1	16	2	0	1	2
	RNA38168	ZBTB41	ZBTB41				FALSE				ZBTB41	62	19	7	1	22	11	2	3	4
	RNA38169	LYPD6	LYPD6				FALSE				LYPD6	40	6	4	1	7	4	1	2	5
	RNA38170	B3GLCT	B3GLCT				FALSE				B3GLCT	38	12	4	0	19	8	0	1	3
	RNA38171	ZNF169	ZNF169				FALSE				ZNF169	39	9	5	1	12	6	1	0	3
	RNA38172	TMSB15B	TMSB15B				FALSE				TMSB15B	17	5	1	0	23	1	0	0	5
	RNA38173	RPS19BP1	RPS19BP1				FALSE				RPS19BP1	44	9	4	4	29	8	1	3	7
	RNA38174	RNF38	RNF38				FALSE				RNF38	24	7	3	1	13	2	0	1	9
	RNA38175	FGFR1OP	FGFR1OP				FALSE				FGFR1OP	32	5	4	0	14	6	0	7	4
	RNA38176	RNASE4	RNASE4				FALSE				RNASE4	34	18	5	4	15	4	1	1	4
	RNA38177	VAPA	VAPA				FALSE				VAPA	49	17	7	2	37	9	1	1	4
	RNA38178	RNF212	RNF212				FALSE				RNF212	50	14	6	1	15	3	1	2	2
	RNA38179	CLEC4A	CLEC4A				FALSE				CLEC4A	33	10	3	2	11	9	1	2	3
	RNA38180	PHLPP1	PHLPP1				FALSE				PHLPP1	98	27	12	2	77	22	1	3	9
	RNA38181	RNF126	RNF126				FALSE				RNF126	29	6	4	0	19	3	2	0	3
	RNA38182	ADAMTS6	ADAMTS6				FALSE				ADAMTS6	23	8	1	0	17	1	1	1	3
	RNA38183	CLEC7A	CLEC7A				FALSE				CLEC7A	30	20	6	1	17	3	1	3	5
	RNA38184	NAIF1	NAIF1				FALSE				NAIF1	19	7	5	1	8	2	1	1	3
	RNA38185	GLRX2	GLRX2				FALSE				GLRX2	20	14	3	2	19	8	0	2	5
	RNA38186	SLC10A6	SLC10A6				FALSE				SLC10A6	31	12	5	1	13	2	0	2	3
	RNA38187	BID	BID				FALSE				BID	38	6	1	0	17	2	0	3	3
	RNA38188	BOLL	BOLL				FALSE				BOLL	19	11	3	0	18	4	0	1	3
	RNA38189	BTN3A3	BTN3A3				FALSE				BTN3A3	22	3	1	1	10	3	1	1	8
	RNA38190	BTNL3	BTNL3				FALSE				BTNL3	34	8	2	1	13	9	3	0	6
	RNA38191	ZNF189	ZNF189				FALSE				ZNF189	29	9	5	1	15	4	0	1	1
	RNA38192	HEMGN	HEMGN				FALSE				HEMGN	21	3	1	0	7	1	0	1	6
	RNA38193	ZDHHC16	ZDHHC16				FALSE				ZDHHC16	26	8	2	2	9	5	0	1	3
	RNA38194	CD247	CD247				FALSE				CD247	32	12	4	1	12	4	0	0	2
	RNA38195	SCN5A	SCN5A				FALSE				SCN5A	31	14	5	0	16	8	1	2	5
	RNA38196	TSC22D3	TSC22D3				FALSE				TSC22D3	40	19	8	3	25	10	0	4	7
	RNA38197	GNPNAT1	GNPNAT1				FALSE				GNPNAT1	31	8	1	0	15	3	0	3	1
	RNA38198	OR2C3	OR2C3				FALSE				OR2C3	30	11	3	0	17	3	0	2	6
	RNA38199	LRRC56	LRRC56				FALSE				LRRC56	23	9	1	0	11	2	0	1	5
	RNA38200	COX20	COX20				FALSE				COX20	37	12	5	0	13	1	1	0	3
	RNA38201	C1orf52	C1orf52				FALSE				C1orf52	29	7	4	3	13	4	0	1	7
	RNA38202	MSRB3	MSRB3				FALSE				MSRB3	24	11	0	1	20	2	0	0	5
	RNA38203	CCDC57	CCDC57				FALSE				CCDC57	22	10	4	0	13	6	1	2	4
	RNA38204	RNF148	RNF148				FALSE				RNF148	22	9	6	0	12	4	1	0	7
	RNA38205	AQP1	AQP1				FALSE				AQP1	99	28	11	4	58	8	2	4	7
	RNA38206	EBAG9	EBAG9				FALSE				EBAG9	40	13	0	1	17	5	0	1	1
	RNA38207	CSMD3	CSMD3				FALSE				CSMD3	29	16	2	3	18	2	1	1	4
	RNA38208	CATSPER4	CATSPER4				FALSE				CATSPER4	30	9	5	2	9	3	0	1	5
	RNA38209	ABHD15	ABHD15				FALSE				ABHD15	27	8	3	0	14	6	0	2	8
	RNA38210	CPXM2	CPXM2				FALSE				CPXM2	1	0	0	0	0	0	0	0	0
	RNA38211	ARSK	ARSK				FALSE				ARSK	34	9	3	0	19	6	1	3	4
	RNA38212	UTS2B	UTS2B				FALSE				UTS2B	28	16	5	0	10	5	0	1	3
	RNA38213	TREML4	TREML4				FALSE				TREML4	26	10	4	0	13	2	0	1	2
	RNA38214	TMEM95	TMEM95				FALSE				TMEM95	35	4	5	1	27	2	2	3	6
	RNA38215	QRFPR	QRFPR				FALSE				QRFPR	38	8	0	2	16	2	0	1	4
	RNA38216	QRFP	QRFP				FALSE				QRFP	41	7	3	1	21	4	0	2	4
	RNA38217	GRHL1	GRHL1				FALSE				GRHL1	29	11	4	0	13	3	1	2	2
	RNA38218	OSTN	OSTN				FALSE				OSTN	24	8	3	0	14	4	0	2	3
	RNA38219	OVCH2	OVCH2				FALSE				OVCH2	59	17	4	1	13	0	0	0	0
	RNA38220	CAV2	CAV2				FALSE				CAV2	36	14	2	0	26	8	0	3	6
	RNA38222	ING1	ING1				FALSE				ING1	41	10	7	1	23	4	0	4	9
	RNA38223	SNRPB2	SNRPB2				FALSE				SNRPB2	76	23	9	3	44	7	0	2	5
	RNA38224	RGS12	RGS12				FALSE				RGS12	58	13	5	1	29	7	0	4	10
	RNA38225	TERT	TERT				FALSE				TERT	33	14	3	2	12	14	0	5	5
	RNA38226	SPO11	SPO11				FALSE				SPO11	39	8	5	3	26	4	1	1	9
	RNA38227	LMOD3	LMOD3				FALSE				LMOD3	47	12	4	2	17	6	0	1	1
	RNA38228	LYSMD3	LYSMD3				FALSE				LYSMD3	51	19	9	1	19	7	0	2	9
	RNA38229	SMYD1	SMYD1				FALSE				SMYD1	61	10	6	2	23	2	2	4	1
	RNA38230	TMEM17	TMEM17				FALSE				TMEM17	24	11	5	1	13	6	0	3	8
	RNA38231	SLC37A2	SLC37A2				FALSE				SLC37A2	35	8	4	1	18	4	1	4	5
	RNA38232	BCLAF3	BCLAF3				FALSE				BCLAF3	33	11	8	0	24	1	2	4	8
	RNA38233	GPRIN3	GPRIN3				FALSE				GPRIN3	47	17	5	1	23	4	0	5	8
	RNA38234	STING1,TMEM173	STING1,TMEM173				FALSE				STING1,TMEM173	62	14	5	1	25	9	0	2	15
	RNA38235	EYS	EYS				FALSE				EYS	51	15	5	4	14	8	1	0	10
	RNA38236	WDR86	WDR86				FALSE				WDR86	72	20	5	5	19	5	0	0	9
	RNA38237	TTC8	TTC8				FALSE				TTC8	45	21	4	2	24	7	1	0	9
	RNA38238	KLHL17	KLHL17				FALSE				KLHL17	52	12	5	0	24	7	3	4	4
	RNA38239	GALNT10	GALNT10				FALSE				GALNT10	115	27	6	4	51	19	3	4	14
	RNA38240	LOC102724563,E2F6,LOC102724865	LOC102724563,E2F6,LOC102724865				FALSE				LOC102724563,E2F6,LOC102724865	112	41	19	9	23	12	0	1	9
	RNA38241	UBA5	UBA5				FALSE				UBA5	66	28	6	2	22	14	0	2	6
	RNA38242	KCTD8	KCTD8				FALSE				KCTD8	34	14	2	5	18	5	0	5	8
	RNA38243	CMIP	CMIP				FALSE				CMIP	1897	580	201	66	702	228	18	75	136
	RNA38244	TEX14	TEX14				FALSE				TEX14	35	12	6	3	15	4	1	1	4
	RNA38245	CACNA1G	CACNA1G				FALSE				CACNA1G	35	16	7	1	28	2	0	1	8
	RNA38246	ANKRD46	ANKRD46				FALSE				ANKRD46	62	17	7	2	31	9	1	5	22
	RNA38247	HACD2	HACD2				FALSE				HACD2	65	16	11	2	52	12	3	4	7
	RNA38248	MMD2	MMD2				FALSE				MMD2	42	13	8	1	18	8	0	4	5
	RNA38249	KCTD4	KCTD4				FALSE				KCTD4	45	17	1	2	19	6	0	2	121
	RNA38250	BCAN	BCAN				FALSE				BCAN	766	260	105	34	154	79	5	3	6
	RNA38251	NRN1L	NRN1L				FALSE				NRN1L	43	20	9	3	20	5	1	5	8
	RNA38252	RINL	RINL				FALSE				RINL	34	10	6	5	23	4	0	4	2
	RNA38253	C1orf122	C1orf122				FALSE				C1orf122	77	28	15	2	68	11	2	8	8
	RNA38254	GOLT1A	GOLT1A				FALSE				GOLT1A	40	21	3	3	24	6	1	1	5
	RNA38255	REG3G	REG3G				FALSE				REG3G	46	14	12	1	23	8	0	2	9
	RNA38256	EMB	EMB				FALSE				EMB	39	11	3	1	18	6	0	0	5
	RNA38257	APOOL	APOOL				FALSE				APOOL	54	15	1	2	28	10	1	3	7
	RNA38258	FOXR2	FOXR2				FALSE				FOXR2	55	14	8	2	24	3	1	0	3
	RNA38259	SSPO	SSPO				FALSE				SSPO	46	18	8	0	16	6	3	2	6
	RNA38260	FAM120C	FAM120C				FALSE				FAM120C	68	22	9	3	21	5	0	2	3
	RNA38261	ZNF808,ZNF600	ZNF808,ZNF600				FALSE				ZNF808,ZNF600	187	60	29	6	59	30	2	12	9
	RNA38262	DENND2C	DENND2C				FALSE				DENND2C	39	15	1	1	17	7	0	1	6
	RNA38263	GBP6	GBP6				FALSE				GBP6	37	14	4	2	14	0	0	1	23
	RNA38264	LONRF2	LONRF2				FALSE				LONRF2	91	33	7	6	34	5	0	6	4
	RNA38265	C3orf67	C3orf67				FALSE				C3orf67	30	12	8	1	17	4	0	2	5
	RNA38266	PRSS55	PRSS55				FALSE				PRSS55	59	12	3	0	17	7	0	0	4
	RNA38267	NRK	NRK				FALSE				NRK	42	19	3	1	27	3	1	1	3
	RNA38268	RSBN1L	RSBN1L				FALSE				RSBN1L	49	13	8	1	16	2	0	0	1
	RNA38269	MMS22L	MMS22L				FALSE				MMS22L	39	14	3	0	25	2	1	1	6
	RNA38270	MORN5	MORN5				FALSE				MORN5	57	13	12	1	18	5	2	6	6
	RNA38271	KANK3	KANK3				FALSE				KANK3	184	60	27	8	36	12	1	5	12
	RNA38272	OLFML1	OLFML1				FALSE				OLFML1	41	22	9	2	28	1	4	1	2
	RNA38273	FAM171A2	FAM171A2				FALSE				FAM171A2	87	21	6	3	21	11	1	3	4
	RNA38274	C19orf54	C19orf54				FALSE				C19orf54	58	25	8	1	28	4	2	2	5
	RNA38275	CXCL17	CXCL17				FALSE				CXCL17	46	15	4	3	15	3	1	1	6
	RNA38276	NKPD1	NKPD1				FALSE				NKPD1	36	18	5	0	11	4	1	1	20
	RNA38277	TPRX1	TPRX1				FALSE				TPRX1	30	7	6	1	12	4	0	0	2
	RNA38278	VSTM1	VSTM1				FALSE				VSTM1	29	11	2	0	25	8	0	3	6
	RNA38279	SH2D6	SH2D6				FALSE				SH2D6	59	16	10	4	13	5	1	2	2
	RNA38280	RUFY4	RUFY4				FALSE				RUFY4	41	7	2	1	6	13	0	3	10
	RNA38281	ZNF621	ZNF621				FALSE				ZNF621	42	10	6	1	14	5	1	0	4
	RNA38282	TPRG1	TPRG1				FALSE				TPRG1	39	17	6	3	18	4	1	4	5
	RNA38283	RPL7L1	RPL7L1				FALSE				RPL7L1	179	56	39	8	52	16	1	3	11
	RNA38284	FAM83H	FAM83H				FALSE				FAM83H	372	117	54	14	95	33	3	11	10
	RNA38285	CCDC84	CCDC84				FALSE				CCDC84	47	19	9	3	30	11	0	3	6
	RNA38286	FAM92B	FAM92B				FALSE				FAM92B	62	20	3	1	21	7	0	2	6
	RNA38287	ANKRD45	ANKRD45				FALSE				ANKRD45	57	15	6	1	29	4	1	3	4
	RNA38288	ZFP69	ZFP69				FALSE				ZFP69	43	19	7	3	21	7	2	2	8
	RNA38289	C11orf53	C11orf53				FALSE				C11orf53	28	10	10	3	17	6	1	3	5
	RNA38290	SMTNL2	SMTNL2				FALSE				SMTNL2	55	10	8	0	17	6	2	3	7
	RNA38291	KCNT2	KCNT2				FALSE				KCNT2	45	13	3	1	16	7	0	2	10
	RNA38292	PAQR9	PAQR9				FALSE				PAQR9	64	15	3	2	23	10	1	5	5
	RNA38293	ATP13A5	ATP13A5				FALSE				ATP13A5	54	9	5	1	23	8	0	0	3
	RNA38294	LRIT3	LRIT3				FALSE				LRIT3	63	18	3	3	25	7	0	1	5
	RNA38295	FAM174A	FAM174A				FALSE				FAM174A	75	19	8	3	34	7	0	2	7
	RNA38296	KLRG2	KLRG2				FALSE				KLRG2	77	21	11	0	17	4	1	1	14
	RNA38297	ITIH6	ITIH6				FALSE				ITIH6	36	16	1	1	23	5	1	0	7
	RNA38298	DGAT2L6	DGAT2L6				FALSE				DGAT2L6	41	15	4	1	28	3	2	1	5
	RNA38299	NHLRC2	NHLRC2				FALSE				NHLRC2	43	16	5	3	38	13	1	4	3
	RNA38300	GALNT18	GALNT18				FALSE				GALNT18	64	13	9	1	23	7	0	1	8
	RNA38301	TBC1D10C	TBC1D10C				FALSE				TBC1D10C	42	10	2	1	23	6	0	5	5
	RNA38302	TEX9	TEX9				FALSE				TEX9	47	14	6	2	23	10	0	3	11
	RNA38303	KIF7	KIF7				FALSE				KIF7	60	17	5	3	15	8	2	4	6
	RNA38304	ZNF710	ZNF710				FALSE				ZNF710	46	15	1	1	19	6	1	2	9
	RNA38305	HDDC3	HDDC3				FALSE				HDDC3	37	10	2	0	27	4	0	2	8
	RNA38306	MXRA7	MXRA7				FALSE				MXRA7	70	18	5	2	37	13	2	6	7
	RNA38307	ATP9B	ATP9B				FALSE				ATP9B	62	22	9	2	36	14	2	1	5
	RNA38308	PEAK3	PEAK3				FALSE				PEAK3	464937	139814	59733	20906	90889	25512	2129	6397	2826
	RNA38309	TEX45	TEX45				FALSE				TEX45	47	11	9	1	19	5	0	4	4
	RNA38310	ZNF699	ZNF699				FALSE				ZNF699	30	10	3	1	19	8	1	5	8
	RNA38311	B3GNT8	B3GNT8				FALSE				B3GNT8	46	14	4	2	28	8	1	0	3
	RNA38312	IGFL1	IGFL1				FALSE				IGFL1	42	14	6	2	16	6	0	1	7
	RNA38313	DRAXIN	DRAXIN				FALSE				DRAXIN	55	27	2	1	18	6	0	4	3
	RNA38314	MIGA1	MIGA1				FALSE				MIGA1	58	22	5	5	34	10	1	1	7
	RNA38315	MIA3	MIA3				FALSE				MIA3	114	44	14	4	40	16	1	7	7
	RNA38316	FAM89A	FAM89A				FALSE				FAM89A	52	16	7	4	20	7	0	2	3
	RNA38317	RBM43	RBM43				FALSE				RBM43	24	9	5	0	10	7	0	1	5
	RNA38318	CATIP	CATIP				FALSE				CATIP	39	12	3	0	19	3	0	0	5
	RNA38319	LHFPL4	LHFPL4				FALSE				LHFPL4	66	11	8	1	18	8	0	2	7
	RNA38320	C3orf62	C3orf62				FALSE				C3orf62	46	24	7	1	16	6	1	3	10
	RNA38321	STIMATE	STIMATE				FALSE				STIMATE	66	24	8	2	13	7	0	2	9
	RNA38322	NRROS	NRROS				FALSE				NRROS	108	34	11	4	39	7	1	3	5
	RNA38323	C5orf34	C5orf34				FALSE				C5orf34	63	17	5	1	19	3	1	4	10
	RNA38324	SIMC1	SIMC1				FALSE				SIMC1	74	23	5	5	27	9	1	2	3
	RNA38325	GJB7	GJB7				FALSE				GJB7	58	18	10	2	15	9	0	6	7
	RNA38326	VWC2	VWC2				FALSE				VWC2	33	19	4	1	17	3	0	4	4
	RNA38327	NAT16	NAT16				FALSE				NAT16	50	13	5	4	20	4	1	3	2
	RNA38328	SPATC1	SPATC1				FALSE				SPATC1	34	5	2	0	13	6	1	1	10
	RNA38329	ENHO	ENHO				FALSE				ENHO	85	19	7	3	25	8	0	3	8
	RNA38330	AGRN	AGRN				FALSE				AGRN	66	31	12	3	36	10	0	4	3
	RNA38331	LRRK2	LRRK2				FALSE				LRRK2	57	14	6	3	16	9	1	3	6
	RNA38332	SLC27A1	SLC27A1				FALSE				SLC27A1	56	25	7	2	31	13	2	2	10
	RNA38333	ZC3H6	ZC3H6				FALSE				ZC3H6	39	16	10	2	20	6	0	1	4
	RNA38334	KLHL30	KLHL30				FALSE				KLHL30	47	10	5	0	26	4	1	0	4
	RNA38335	CA13	CA13				FALSE				CA13	58	23	3	0	16	8	2	4	5
	RNA38336	ENTPD8	ENTPD8				FALSE				ENTPD8	57	20	7	0	14	2	2	3	6
	RNA38337	NHLRC1	NHLRC1				FALSE				NHLRC1	58	16	3	3	22	11	2	4	7
	RNA38338	BSG	BSG				FALSE				BSG	146	43	20	5	77	33	5	14	11
	RNA38339	C1QTNF1	C1QTNF1				FALSE				C1QTNF1	50	26	4	2	19	3	0	4	7
	RNA38340	RAB15	RAB15				FALSE				RAB15	48	22	7	5	17	3	1	3	9
	RNA38341	KRTAP10-4	KRTAP10-4				FALSE				KRTAP10-4	46	19	6	3	28	6	2	3	2
	RNA38342	KRTAP10-7	KRTAP10-7				FALSE				KRTAP10-7	38	15	6	2	13	3	0	0	5
	RNA38343	KRTAP10-9	KRTAP10-9				FALSE				KRTAP10-9	60	17	8	3	20	5	0	0	8
	RNA38344	KRTAP10-11	KRTAP10-11				FALSE				KRTAP10-11	60	21	5	4	23	3	3	1	6
